gap_id,Krankenkasse,contribution_period,missing_link,why_missing,documents_needed,search_keywords,suggested_folder
GAP-0306,Hauptzollamt / Krankenkasse,2024-08,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0307,Hauptzollamt / Krankenkasse,2024-08,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0308,Hauptzollamt / Krankenkasse,2024-09,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0309,Hauptzollamt / Krankenkasse,2024-09,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0310,Hauptzollamt / Krankenkasse,2024-09,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0311,Hauptzollamt / Krankenkasse,2024-09,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0312,Hauptzollamt / Krankenkasse,2024-09,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0313,Hauptzollamt / Krankenkasse,2024-11,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0314,Hauptzollamt / Krankenkasse,2024-11,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0315,Hauptzollamt / Krankenkasse,2024-11,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0316,Hauptzollamt / Krankenkasse,2024-11,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0317,Hauptzollamt / Krankenkasse,2024-11,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0318,Hauptzollamt / Krankenkasse,2024-12,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0319,Hauptzollamt / Krankenkasse,2024-12,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0320,Hauptzollamt / Krankenkasse,2024-12,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0321,Hauptzollamt / Krankenkasse,2024-12,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0322,Hauptzollamt / Krankenkasse,2024-12,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0323,Hauptzollamt / Krankenkasse,2025-01,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0324,Hauptzollamt / Krankenkasse,2025-01,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0325,Hauptzollamt / Krankenkasse,2025-01,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0326,Hauptzollamt / Krankenkasse,2025-01,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0327,Hauptzollamt / Krankenkasse,2025-01,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0328,Hauptzollamt / Krankenkasse,2025-02,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0329,Hauptzollamt / Krankenkasse,2025-02,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0330,Hauptzollamt / Krankenkasse,2025-02,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0331,Hauptzollamt / Krankenkasse,2025-02,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0332,Hauptzollamt / Krankenkasse,2025-02,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0333,Hauptzollamt / Krankenkasse,2025-03,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0334,Hauptzollamt / Krankenkasse,2025-03,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0335,Hauptzollamt / Krankenkasse,2025-03,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0336,Hauptzollamt / Krankenkasse,2025-03,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0337,Hauptzollamt / Krankenkasse,2025-03,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0338,Hauptzollamt / Krankenkasse,2025-04,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0339,Hauptzollamt / Krankenkasse,2025-04,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0340,Hauptzollamt / Krankenkasse,2025-04,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0341,Hauptzollamt / Krankenkasse,2025-04,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0342,Hauptzollamt / Krankenkasse,2025-04,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0343,Hauptzollamt / Krankenkasse,2025-05,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0344,Hauptzollamt / Krankenkasse,2025-05,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0345,Hauptzollamt / Krankenkasse,2025-05,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0346,Hauptzollamt / Krankenkasse,2025-05,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0347,Hauptzollamt / Krankenkasse,2025-05,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0348,Hauptzollamt / Krankenkasse,2025-06,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0349,Hauptzollamt / Krankenkasse,2025-06,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0350,Hauptzollamt / Krankenkasse,2025-06,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0351,Hauptzollamt / Krankenkasse,2025-06,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0352,Hauptzollamt / Krankenkasse,2025-06,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0353,KKH,2024-05,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis KKH 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0354,KKH,2024-05,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung KKH 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0355,KKH,2024-05,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung KKH 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0356,KKH,2024-05,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email KKH Ratenzahlung Mahnung 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0357,KKH,2024-05,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0358,KKH,2024-07,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis KKH 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0359,KKH,2024-07,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung KKH 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0360,KKH,2024-07,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email KKH Ratenzahlung Mahnung 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0361,KKH,2024-07,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0362,KKH,2024-08,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis KKH 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0363,KKH,2024-08,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung KKH 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0364,KKH,2024-08,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung KKH 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0365,KKH,2024-08,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email KKH Ratenzahlung Mahnung 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0366,KKH,2024-08,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0367,KKH,2024-09,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung KKH 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0368,KKH,2024-09,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0369,KKH,2024-10,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis KKH 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0370,KKH,2024-10,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung KKH 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0371,KKH,2024-10,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung KKH 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0372,KKH,2024-10,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email KKH Ratenzahlung Mahnung 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0373,KKH,2024-10,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0374,KKH,2024-11,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis KKH 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0375,KKH,2024-11,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung KKH 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0376,KKH,2024-11,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung KKH 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0377,KKH,2024-11,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email KKH Ratenzahlung Mahnung 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0378,KKH,2024-11,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0379,KKH,2024-12,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung KKH 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0380,KKH,2024-12,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email KKH Ratenzahlung Mahnung 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0381,KKH,2024-12,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0382,KKH,2025-01,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung KKH 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0383,KKH,2025-01,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0384,KKH,2025-02,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung KKH 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0385,KKH,2025-02,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung KKH 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0386,TK,2025-03,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung TK 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0387,TK,2025-03,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung TK 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0388,TK,2025-03,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email TK Ratenzahlung Mahnung 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0389,TK,2025-03,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung TK 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0390,Techniker Krankenkasse,2024-09,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0391,Techniker Krankenkasse,2024-09,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0392,Techniker Krankenkasse,2024-10,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0393,Techniker Krankenkasse,2024-10,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Techniker Krankenkasse Ratenzahlung Mahnung 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0394,Techniker Krankenkasse,2024-10,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0395,Techniker Krankenkasse,2024-11,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0396,Techniker Krankenkasse,2024-11,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Techniker Krankenkasse Ratenzahlung Mahnung 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0397,Techniker Krankenkasse,2024-11,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0398,Techniker Krankenkasse,2025-01,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Techniker Krankenkasse 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0399,Techniker Krankenkasse,2025-01,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Techniker Krankenkasse 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0400,Techniker Krankenkasse,2025-01,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0401,Techniker Krankenkasse,2025-01,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0402,Techniker Krankenkasse,2025-02,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Techniker Krankenkasse 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
