gap_id,month,category,gap_type,candidate_file,candidate_path,candidate_document_type,matched_keywords,matched_text_snippet,candidate_reason,confidence,recommended_action
GAP-051,2025-02,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 02-2025__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 02-2025__copy2.pdf,Health Insurance,02-2025; 02.2025; 02/2025; bezahlt; februar 2025; rechnung; versicherung,Entgeltbescheinigungen 02-2025__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 02-2025__copy2.pdf 659798 ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-051,2025-02,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 02-2025__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 02-2025__copy3.pdf,Health Insurance,02-2025; 02.2025; 02/2025; bezahlt; februar 2025; rechnung; versicherung,Entgeltbescheinigungen 02-2025__copy3.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 02-2025__copy3.pdf 659798 ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-051,2025-02,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 04-2025.pdf,00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 04-2025.pdf,Payroll,02-2025; 02.2025; bezahlt; offen; rechnung; telefon; versicherung, 3215 Seite 1 KmID: 2025-LST-27865123046%%%-01012304-215/291/01497-06597981000100102-20250513-105009-N Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Cosmin-Ionut Clanetariu 09120 Chemnitz Parkstraße 48A LStB *Pers.-Nr. 00102* 90B 10001 Meldebesc,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-051,2025-02,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 06-2025.pdf,00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 06-2025.pdf,Payroll,02.2025; 02/2025; bezahlt; offen; rechnung; telefon; versicherung,"025 2.750,00 0,00 0,00 01.02.2025 2.750,00 0,00 0,00 01.03.2025 2.750,00 0,00 0,00 01.04.2025 2.750,00 0,00 ",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-052,2025-03,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen/Lohnauswertungen.pdf,Payroll,03.2025; 03/2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal, 0 kein Entgelt im Midijob 21.03.2025 18.06.2025 7.623 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Andrei Feraru 09130 Chemnitz Zietenstraße 46 SV *Pers.-Nr. 00113* F0V 100,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-052,2025-03,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025/Lohnauswertungen.pdf,Payroll,03.2025; 03/2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal, 0 kein Entgelt im Midijob 01.01.2025 31.03.2025 8.400 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Preslav Trifonov 09120 Chemnitz Paul-Bertz-Straße 175 SV *Pers.-Nr. 00081* ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-052,2025-03,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen.pdf,Payroll,03.2025; 03/2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal, 0 kein Entgelt im Midijob 21.03.2025 18.06.2025 7.623 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Andrei Feraru 09130 Chemnitz Zietenstraße 46 SV *Pers.-Nr. 00113* F0V 100,month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-052,2025-03,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen__copy10.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy10.pdf,Payroll,03.2025; 03/2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal, 0 kein Entgelt im Midijob 01.01.2025 31.03.2025 8.400 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Preslav Trifonov 09120 Chemnitz Paul-Bertz-Straße 175 SV *Pers.-Nr. 00081* ,month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-052,2025-03,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen__copy19.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy19.pdf,Payroll,03.2025; 03/2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal, 0 kein Entgelt im Midijob 21.03.2025 18.06.2025 7.623 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Andrei Feraru 09130 Chemnitz Zietenstraße 46 SV *Pers.-Nr. 00113* F0V 100,month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-052,2025-03,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen__copy28.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy28.pdf,Payroll,03.2025; 03/2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal, 0 kein Entgelt im Midijob 01.01.2025 31.03.2025 8.400 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Preslav Trifonov 09120 Chemnitz Paul-Bertz-Straße 175 SV *Pers.-Nr. 00081* ,month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-053,2025-03,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/# 2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,03.2025; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C BG 7 74 fuer die Zeit vom 17.03.2024 bis zum 16.03.2025 Kas senzeichen K12111804888 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 18.03.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-053,2025-03,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,03.2025; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C BG 7 74 fuer die Zeit vom 17.03.2024 bis zum 16.03.2025 Kas senzeichen K12111804888 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 18.03.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-053,2025-03,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,03.2025; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C BG 7 74 fuer die Zeit vom 17.03.2024 bis zum 16.03.2025 Kas senzeichen K12111804888 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 18.03.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-053,2025-03,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,Health Insurance,03.2025; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C BG 7 74 fuer die Zeit vom 17.03.2024 bis zum 16.03.2025 Kas senzeichen K12111804888 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 18.03.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-053,2025-03,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,Health Insurance,03.2025; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C BG 7 74 fuer die Zeit vom 17.03.2024 bis zum 16.03.2025 Kas senzeichen K12111804888 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 18.03.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-053,2025-03,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,03.2025; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C BG 7 74 fuer die Zeit vom 17.03.2024 bis zum 16.03.2025 Kas senzeichen K12111804888 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 18.03.,month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-054,2025-03,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 04-2025.pdf,00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 04-2025.pdf,Payroll,03.2025; 03/2025; bezahlt; offen; rechnung; telefon; versicherung, 0 kein Entgelt im Midijob 01.01.2025 31.03.2025 8.400 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Preslav Trifonov 09120 Chemnitz Paul-Bertz-Straße 175 SV *Pers.-Nr. 00081* ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-054,2025-03,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 06-2025.pdf,00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 06-2025.pdf,Payroll,03.2025; 03/2025; bezahlt; offen; rechnung; telefon; versicherung, 0 kein Entgelt im Midijob 21.03.2025 18.06.2025 7.623 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Andrei Feraru 09130 Chemnitz Zietenstraße 46 SV *Pers.-Nr. 00113* F0V 100,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-054,2025-03,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen/Lohnauswertungen.pdf,Payroll,03.2025; 03/2025; bezahlt; offen; rechnung; telefon; versicherung, 0 kein Entgelt im Midijob 21.03.2025 18.06.2025 7.623 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Andrei Feraru 09130 Chemnitz Zietenstraße 46 SV *Pers.-Nr. 00113* F0V 100,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-054,2025-03,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025/Lohnauswertungen.pdf,Payroll,03.2025; 03/2025; bezahlt; offen; rechnung; telefon; versicherung, 0 kein Entgelt im Midijob 01.01.2025 31.03.2025 8.400 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Preslav Trifonov 09120 Chemnitz Paul-Bertz-Straße 175 SV *Pers.-Nr. 00081* ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-054,2025-03,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 04-2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025.pdf,Payroll,03.2025; 03/2025; bezahlt; offen; rechnung; telefon; versicherung, 0 kein Entgelt im Midijob 01.01.2025 31.03.2025 8.400 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Preslav Trifonov 09120 Chemnitz Paul-Bertz-Straße 175 SV *Pers.-Nr. 00081* ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-054,2025-03,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 04-2025__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy2.pdf,Payroll,03.2025; 03/2025; bezahlt; offen; rechnung; telefon; versicherung, 0 kein Entgelt im Midijob 01.01.2025 31.03.2025 8.400 Martin Zahariev*Usti Nad Labem 27*09119 Chemnitz Preslav Trifonov 09120 Chemnitz Paul-Bertz-Straße 175 SV *Pers.-Nr. 00081* ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-055,2025-03,tax,MISSING_STRICT_TAX_STATUS,Tabelle nach § 175 InsO mit Grund des Bestreitens.pdf,00_INBOX - Входящи - Eingang/Accounting/Tabelle nach § 175 InsO mit Grund des Bestreitens.pdf,Health Insurance,03.2025; einkommensteuer; finanzamt; gewerbesteuer; stadt chemnitz; umsatzsteuer; zahlung,"n (Auszug aus dem Betriebsprüfungsbericht). 19.864,34 EUR SV-Beiträge für die Zeit 01.03.2025 bis 30.06.2025 3.369,50 EUR Säumniszuschläge 30,00 EUR Kosten EUR GESAMTFORDERUNG 23.263,84 10.02.2026 Vom Insolvenzverwalter in voller Höhe bestritten. Vo",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-055,2025-03,tax,MISSING_STRICT_TAX_STATUS,Tabelle nach § 175 InsO mit Grund des Bestreitens.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/Tabelle nach § 175 InsO mit Grund des Bestreitens.pdf,Health Insurance,03.2025; einkommensteuer; finanzamt; gewerbesteuer; stadt chemnitz; umsatzsteuer; zahlung,"n (Auszug aus dem Betriebsprüfungsbericht). 19.864,34 EUR SV-Beiträge für die Zeit 01.03.2025 bis 30.06.2025 3.369,50 EUR Säumniszuschläge 30,00 EUR Kosten EUR GESAMTFORDERUNG 23.263,84 10.02.2026 Vom Insolvenzverwalter in voller Höhe bestritten. Vo",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-055,2025-03,tax,MISSING_STRICT_TAX_STATUS,Tabelle nach § 175 InsO mit Grund des Bestreitens__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/Tabelle nach § 175 InsO mit Grund des Bestreitens__copy2.pdf,Health Insurance,03.2025; einkommensteuer; finanzamt; gewerbesteuer; stadt chemnitz; umsatzsteuer; zahlung,"n (Auszug aus dem Betriebsprüfungsbericht). 19.864,34 EUR SV-Beiträge für die Zeit 01.03.2025 bis 30.06.2025 3.369,50 EUR Säumniszuschläge 30,00 EUR Kosten EUR GESAMTFORDERUNG 23.263,84 10.02.2026 Vom Insolvenzverwalter in voller Höhe bestritten. Vo",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-055,2025-03,tax,MISSING_STRICT_TAX_STATUS,Tabelle nach § 175 InsO mit Grund des Bestreitens__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/Tabelle nach § 175 InsO mit Grund des Bestreitens__copy3.pdf,Health Insurance,03.2025; einkommensteuer; finanzamt; gewerbesteuer; stadt chemnitz; umsatzsteuer; zahlung,"n (Auszug aus dem Betriebsprüfungsbericht). 19.864,34 EUR SV-Beiträge für die Zeit 01.03.2025 bis 30.06.2025 3.369,50 EUR Säumniszuschläge 30,00 EUR Kosten EUR GESAMTFORDERUNG 23.263,84 10.02.2026 Vom Insolvenzverwalter in voller Höhe bestritten. Vo",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-055,2025-03,tax,MISSING_STRICT_TAX_STATUS,Accountings 02-2025.eml,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025.eml,Health Insurance,03.2025; 03/2025; 03_2025; finanzamt; lohnsteuer; stadt chemnitz," Attachments: Accountings 02-2025.pdf; 46851 - Rechnung 250303_2025 vom 31.03.2025, Aufträge 31_25, 33_25, 34_25, Mandant 42303.pdf",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-055,2025-03,tax,MISSING_STRICT_TAX_STATUS,Entgeltbescheinigungen 03-2025.pdf,00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 03-2025.pdf,Health Insurance,03-2025; 03.2025; 03/2025; finanzamt; lohnsteuer; zahlung,Entgeltbescheinigungen 03-2025.pdf 00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 03-2025.pdf 659798 Martin Zahariev ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-056,2025-04,payroll,MISSING_STRICT_TOTALS,Entgeltbescheinigungen 04-2025.pdf,00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 04-2025.pdf,Payroll,04-2025; 04.2025; 04/2025; april 2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnjournal,Entgeltbescheinigungen 04-2025.pdf 00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 04-2025.pdf Lohnjournal Pers.-Nr. St. Kl. Konf. AN/Eheg. Ki.Frb. BGRS Name GV St.Tg. SV,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-056,2025-04,payroll,MISSING_STRICT_TOTALS,Entgeltbescheinigungen 04-2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025.pdf,Payroll,04-2025; 04.2025; 04/2025; april 2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnjournal,Entgeltbescheinigungen 04-2025.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025.pdf Lohnjournal Pers.-Nr. St. Kl. Konf. AN/Eheg. Ki.F,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-056,2025-04,payroll,MISSING_STRICT_TOTALS,Entgeltbescheinigungen 04-2025__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy2.pdf,Payroll,04-2025; 04.2025; 04/2025; april 2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnjournal,Entgeltbescheinigungen 04-2025__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy2.pdf Lohnjournal Pers.-Nr. St. Kl. Konf.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-056,2025-04,payroll,MISSING_STRICT_TOTALS,Entgeltbescheinigungen 04-2025__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy3.pdf,Payroll,04-2025; 04.2025; 04/2025; april 2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnjournal,Entgeltbescheinigungen 04-2025__copy3.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy3.pdf Lohnjournal Pers.-Nr. St. Kl. Konf.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-056,2025-04,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025/Lohnauswertungen.pdf,Payroll,04.2025; 04/2025; april 2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal, Martin Zahariev 902 09.04.2025 10001 Usti Nad Labem 27 1 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-056,2025-04,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen__copy10.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy10.pdf,Payroll,04.2025; 04/2025; april 2025; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal, Martin Zahariev 902 09.04.2025 10001 Usti Nad Labem 27 1 ,month matched; category/type keywords matched; duplicate-folder candidate,MEDIUM,NEED_MANUAL_REVIEW
GAP-057,2025-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 04-2025.pdf,00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 04-2025.pdf,Payroll,04-2025; 04.2025; 04/2025; aok; april 2025; barmer; bkk; dak; krankenkasse; sozialversicherung; techniker; tk; viactiv,Entgeltbescheinigungen 04-2025.pdf 00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 04-2025.pdf Lohnjournal Pers.-Nr. St. Kl. Konf. AN/Eheg. Ki.Frb. BGRS Name GV St.Tg. SV,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-057,2025-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 04-2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025.pdf,Payroll,04-2025; 04.2025; 04/2025; aok; april 2025; barmer; bkk; dak; krankenkasse; sozialversicherung; techniker; tk; viactiv,Entgeltbescheinigungen 04-2025.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025.pdf Lohnjournal Pers.-Nr. St. Kl. Konf. AN/Eheg. Ki.F,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-057,2025-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 04-2025__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy2.pdf,Payroll,04-2025; 04.2025; 04/2025; aok; april 2025; barmer; bkk; dak; krankenkasse; sozialversicherung; techniker; tk; viactiv,Entgeltbescheinigungen 04-2025__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy2.pdf Lohnjournal Pers.-Nr. St. Kl. Konf.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-057,2025-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 04-2025__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy3.pdf,Payroll,04-2025; 04.2025; 04/2025; aok; april 2025; barmer; bkk; dak; krankenkasse; sozialversicherung; techniker; tk; viactiv,Entgeltbescheinigungen 04-2025__copy3.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2025__copy3.pdf Lohnjournal Pers.-Nr. St. Kl. Konf.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-057,2025-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/# 2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04.2025; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C NO 2 57 fuer die Zeit vom 08.04.2024 bis zum 07.04.2025 Kas senzeichen K11720879777 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 08.04.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-057,2025-04,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,Health Insurance,04.2025; aok; barmer; beitraege; bkk; dak; kkh; krankenkasse; sozialversicherung; techniker; tk; viactiv,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C NO 2 57 fuer die Zeit vom 08.04.2024 bis zum 07.04.2025 Kas senzeichen K11720879777 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 08.04.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-058,2025-04,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 04-2025.pdf,00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 04-2025.pdf,Payroll,04-2025; 04.2025; 04/2025; april 2025; bezahlt; offen; rechnung; telefon; versicherung,Entgeltbescheinigungen 04-2025.pdf 00_INBOX - Входящи - Eingang/Accounting/2025/Entgeltbescheinigungen 04-2025.pdf Lohnjournal Pers.-Nr. St. Kl. Konf. AN/Eheg. Ki.Frb. BGRS Name GV St.Tg. SV,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
